Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
Verna,60,64,74,Tajuana Rubalcaba,2.0,6,0.0,1,1,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,66.0,Low,Insufficient,Low,0.6,0.5662650602409639,0.7111111111111111,Average
Giovanni,73,64,57,Shaquana Thiele,2.0,7,0.0,1,0,1,Longitudinal Studies,64.66666666666667,Low,Optimal,Low,0.73,0.5662650602409639,0.5222222222222221,Average
"Camila,75,82,79,Zane Applebee,2.0,8,0.0,1,1,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",78.66666666666667,Low,Optimal,Low,0.75,0.783132530120482,0.7666666666666666,Excellent"
Simon,58,57,53,Terese Chace,2.0,9,0.0,2,1,1,State Education Practices (School Choice),56.0,Low,Oversleep,Low,0.58,0.4819277108433735,0.4777777777777778,Average
"Carly,66,77,73,Ruben Albee,2.0,6,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",72.0,Low,Insufficient,Low,0.66,0.7228915662650603,0.7,Average"
Faye,39,52,46,Claretta Helmers,2.0,5,0.0,2,0,0,Parent Involvement Toolkit,45.66666666666666,Low,Insufficient,Low,0.39,0.4216867469879518,0.4000000000000001,Poor
"Sonia,64,58,51,Dorris Chastain,1.0,7,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",57.66666666666666,Low,Optimal,Low,0.64,0.4939759036144578,0.4555555555555555,Average"
Camille,23,44,36,Emerson Harriston,2.0,8,0.0,2,1,0,Back to Top ,34.333333333333336,Low,Optimal,Low,0.23,0.3253012048192771,0.2888888888888889,Poor
"Opal,74,77,76,Pricilla Shedd,3.0,9,0.0,2,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",75.66666666666667,Medium,Oversleep,Low,0.74,0.7228915662650603,0.7333333333333333,Excellent"
Nichole,40,65,64,Carie Murry,1.0,9,0.0,2,1,0,Learn More: Go to About the NHES,56.333333333333336,Low,Oversleep,Low,0.4,0.5783132530120483,0.6,Average
Ramona,90,85,84,Mitchel Obey,2.0,7,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,86.33333333333333,Low,Optimal,Low,0.9,0.819277108433735,0.8222222222222222,Excellent
"Cheyenne,91,85,85,Carlee Colella,2.0,8,0.0,1,1,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",87.0,Low,Optimal,Low,0.91,0.819277108433735,0.8333333333333334,Excellent"
Scarlett,64,54,50,Billye Kirsch,2.0,9,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,56.0,Low,Oversleep,Low,0.64,0.4457831325301205,0.4444444444444445,Average
"Flora,59,72,68,Yaeko Liz,2.0,7,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",66.33333333333333,Low,Optimal,Low,0.59,0.6626506024096386,0.6444444444444444,Average"
Sonya,80,75,69,Helene Boatman,2.0,8,0.0,1,0,0,NCES Annual Reports,74.66666666666667,Low,Optimal,Low,0.8,0.6987951807228916,0.6555555555555556,Average
Jace,71,67,67,Rachele Buzzard,2.0,9,0.0,1,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,68.33333333333333,Low,Oversleep,Low,0.71,0.6024096385542169,0.6333333333333333,Average
Della,61,68,63,Delinda Matta,2.0,5,0.0,1,0,0,Longitudinal Studies,64.0,Low,Insufficient,Low,0.61,0.6144578313253013,0.5888888888888889,Average
"Leonardo,87,85,93,Hyun Melody,3.0,7,0.0,1,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",88.33333333333333,Medium,Optimal,Low,0.87,0.819277108433735,0.9222222222222224,Excellent"
Penelope,82,67,61,Rey Letsinger,1.0,8,0.0,1,0,0,State Education Practices (School Choice),70.0,Low,Optimal,Low,0.8200000000000001,0.6024096385542169,0.5666666666666667,Average
"Lorenzo,62,64,55,Gabriella Coyle,1.0,9,0.0,1,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",60.333333333333336,Low,Oversleep,Low,0.62,0.5662650602409639,0.5,Average"
Genesis,97,97,96,Demetria Mund,4.0,7,0.0,1,0,0,Parent Involvement Toolkit,96.66666666666669,Medium,Optimal,Low,0.97,0.9638554216867472,0.9555555555555556,Excellent
"Jonah,75,68,65,Angeles Matteo,3.0,8,0.0,2,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",69.33333333333333,Medium,Optimal,Low,0.75,0.6144578313253013,0.611111111111111,Average"
Daryl,65,79,81,Venice Underhill,4.0,7,0.0,1,0,1,Back to Top ,75.0,Medium,Optimal,Low,0.65,0.746987951807229,0.7888888888888889,Average
"Lila,52,49,46,Naoma Ames,2.0,5,0.0,1,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",49.0,Low,Insufficient,Low,0.52,0.3855421686746988,0.4000000000000001,Poor"
Kristopher,87,73,72,Mora Katzman,2.0,6,0.0,2,0,1,Learn More: Go to About the NHES,77.33333333333333,Low,Insufficient,Low,0.87,0.674698795180723,0.6888888888888889,Excellent
Natalia,53,62,53,Grisel Berger,2.0,7,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,56.0,Low,Optimal,Low,0.53,0.5421686746987953,0.4777777777777778,Average
"Malcolm,81,86,87,Catheryn Buser,2.0,8,0.0,2,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",84.66666666666667,Low,Optimal,Low,0.81,0.8313253012048193,0.8555555555555555,Excellent"
Gianna,39,42,38,Stephania Fail,4.0,5,0.0,2,1,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,39.66666666666666,Medium,Insufficient,Low,0.39,0.3012048192771085,0.3111111111111111,Poor
"Inez,71,71,80,Marsha Canton,3.0,6,0.0,1,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",74.0,Medium,Insufficient,Low,0.71,0.6506024096385543,0.7777777777777778,Average"
Skylar,97,93,91,Euna Risk,2.0,9,0.0,1,0,0,NCES Annual Reports,93.66666666666669,Low,Oversleep,Low,0.97,0.9156626506024098,0.8999999999999999,Excellent
Valeria,82,82,88,Leopoldo Osby,3.0,10,0.0,1,1,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,84.0,Medium,Oversleep,Low,0.8200000000000001,0.783132530120482,0.8666666666666667,Excellent
Marianne,59,53,52,Stormy Browder,2.0,7,0.0,2,0,0,Longitudinal Studies,54.66666666666666,Low,Optimal,Low,0.59,0.4337349397590362,0.4666666666666667,Average
"Damon,61,42,41,Karrie Morrisey,2.0,8,0.0,1,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",48.0,Low,Optimal,Low,0.61,0.3012048192771085,0.3444444444444444,Poor"
Lincoln,78,74,72,Tammera Uzzle,2.0,8,0.0,2,1,1,State Education Practices (School Choice),74.66666666666667,Low,Optimal,Low,0.78,0.6867469879518073,0.6888888888888889,Average
"Luther,49,51,51,Mavis Macrae,2.0,7,0.0,2,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",50.333333333333336,Low,Optimal,Low,0.49,0.4096385542168674,0.4555555555555555,Average"
Ellie,59,58,47,Ellyn Labrie,2.0,8,0.0,1,0,0,Parent Involvement Toolkit,54.66666666666666,Low,Optimal,Low,0.59,0.4939759036144578,0.4111111111111111,Average
